TEST#	TYPE	SIZE	CREATE	FIND-MIN	IN-ORDER
10	AVL	1370	280373	732	33157	76798
10	AVL	1380	252579	488	33645	80942
10	AVL	1390	247459	487	33888	79723
10	AVL	1400	251604	488	33644	77286
10	AVL	1410	269401	731	33888	77285
10	AVL	1420	249654	488	36814	77773
10	AVL	1430	268670	487	34863	78016
10	AVL	1440	258918	731	35351	79235
10	AVL	1450	255261	488	35108	79235
10	AVL	1460	255748	487	35108	82405
10	AVL	1470	305240	731	35595	90450
10	AVL	1480	261112	488	35838	80943
10	AVL	1490	292075	487	36326	88256
10	AVL	1500	271839	488	36815	87281
10	AVL	1510	286955	488	36814	83380
10	AVL	1520	306946	731	37301	89475
10	AVL	1530	272814	487	37058	84600
10	AVL	1540	289637	487	37545	84599
10	AVL	1550	276228	488	37790	86794
10	AVL	1560	280860	732	38033	87525
10	AVL	1570	306215	487	38277	87037
10	AVL	1580	297926	732	38277	91182
10	AVL	1590	278666	732	38765	87281
10	AVL	1600	296707	487	39008	90938
10	AVL	1610	292807	732	40228	94108
10	AVL	1620	286955	732	41447	88987
10	AVL	1630	289880	731	39740	91182
10	AVL	1640	301827	732	39252	90207
10	AVL	1650	313529	487	39252	90450
10	AVL	1660	307678	488	39983	91182
10	AVL	1670	291831	732	39496	93864
10	AVL	1680	302071	488	40472	95814
10	AVL	1690	293294	487	40959	94351
10	AVL	1700	294025	488	40471	93864
10	AVL	1710	326207	487	41202	97033
10	AVL	1720	325963	488	40715	94595
10	AVL	1730	326208	488	41203	97764
10	AVL	1740	325232	487	41446	95814
10	AVL	1750	324744	488	45348	97034
10	AVL	1760	326451	488	41934	96058
10	AVL	1770	321331	732	41934	98496
10	AVL	1780	393252	487	42909	100934
10	AVL	1790	328401	487	45347	97520
10	AVL	1800	313285	731	43397	101909
10	AVL	1810	311335	731	43153	99715
10	AVL	1820	314748	731	43396	101909
10	AVL	1830	318893	488	43885	103129
10	AVL	1840	334984	732	44129	102153
10	AVL	1850	342298	488	44860	106298
10	AVL	1860	354976	731	46079	110443
10	AVL	1870	334496	488	45591	110442
10	AVL	1880	330596	732	49004	112880
10	AVL	1890	343029	488	45347	105566
10	AVL	1900	344980	731	45591	108004
10	AVL	1910	355951	487	46078	114100
10	AVL	1920	333521	488	45591	106785
10	AVL	1930	356682	731	47785	116294
10	AVL	1940	351806	488	46322	154083
10	AVL	1950	346199	488	48273	108492
10	AVL	1960	351075	487	46566	108980
10	AVL	1970	356194	487	47541	109224
10	AVL	1980	343029	487	47785	109954
10	AVL	1990	363509	488	47541	111417
10	AVL	2000	345467	487	48029	111417
10	AVL	2010	364240	488	48273	114100
10	AVL	2020	370823	488	48273	112880
10	AVL	2030	363265	731	49492	113368
10	AVL	2040	455909	487	49004	145794
10	AVL	2050	573179	975	73384	171880
10	AVL	2060	380087	731	51198	116537
10	AVL	2070	393496	487	49736	118976
10	AVL	2080	377162	488	49979	116294
10	AVL	2090	378136	488	51930	117513
10	AVL	2100	357657	731	50223	122144
10	AVL	2110	376430	731	49980	120438
10	AVL	2120	432505	732	56562	131410
10	AVL	2130	394228	732	52174	135066
10	AVL	2140	389596	731	52417	128971
10	AVL	2150	394228	731	55343	137748
10	AVL	2160	388865	732	53881	122389
10	AVL	2170	391302	487	52905	127509
10	AVL	2180	394228	488	52906	123364
10	AVL	2190	401786	731	54855	143599
10	AVL	2200	395935	732	52905	126046
10	AVL	2210	400079	975	53880	132141
10	AVL	2220	415682	731	56318	129702
10	AVL	2230	400810	487	53636	139455
10	AVL	2240	424703	731	54124	135554
10	AVL	2250	406418	488	54611	126534
10	AVL	2260	422022	488	54612	137505
10	AVL	2270	405198	488	54124	168711
10	AVL	2280	411538	488	54368	129459
10	AVL	2290	413732	487	55343	132628
10	AVL	2300	411294	488	54368	132872
10	AVL	2310	416170	487	57537	133359
10	AVL	2320	452740	731	55586	139455
10	AVL	2330	420071	487	55831	134335
10	AVL	2340	418121	488	56075	134822
10	AVL	2350	423240	731	55831	134579
10	AVL	2360	465662	731	57050	173830
10	AVL	2370	425678	731	56562	135310
10	AVL	2380	427628	731	57537	140673
10	AVL	2390	430067	487	57537	137505
10	AVL	2400	442013	487	58756	148963
10	AVL	2410	436162	731	58512	143599
10	AVL	2420	628522	731	81186	202112
10	AVL	2430	655340	731	59487	149694
10	AVL	2440	446158	975	60707	150182
10	AVL	2450	455422	732	58757	144819
10	AVL	2460	506133	488	59000	151157
10	AVL	2470	444695	732	59000	144819
10	AVL	2480	453960	732	61438	139699
10	AVL	2490	475414	488	90938	159203
10	AVL	2500	450303	488	62657	141161
10	AVL	2510	498331	487	61194	141161
10	AVL	2520	446645	488	66314	142868
10	AVL	2530	456154	488	61195	156033
10	AVL	2540	530025	731	61682	156521
10	AVL	2550	450546	487	60463	141893
10	AVL	2560	459323	488	64120	142381
10	AVL	2570	467368	488	62169	143600
10	AVL	2580	466637	731	62413	162372
10	AVL	2590	528807	732	63145	182121
10	AVL	2600	507596	732	62170	145306
10	AVL	2610	462980	487	61926	145062
10	AVL	2620	464931	732	66558	157496
10	AVL	2630	532951	732	81674	185045
10	AVL	2640	496381	732	82161	162860
10	AVL	2650	489555	732	64851	164323
10	AVL	2660	475414	732	68265	163835
10	AVL	2670	539777	731	66801	233075
10	AVL	2680	471025	487	64608	155546
10	AVL	2690	495649	487	66070	153595
10	AVL	2700	480777	731	70702	155546
10	AVL	2710	481509	731	65339	159203
10	AVL	2720	535633	731	76310	368872
10	AVL	2730	482240	731	66558	159690
10	AVL	2740	485897	732	67290	163835
10	AVL	2750	503451	731	65583	153351
10	AVL	2760	485654	488	66558	154327
10	AVL	2770	491505	488	66558	158716
10	AVL	2780	647539	731	72653	265744
10	AVL	2790	515885	732	68752	164323
10	AVL	2800	494918	488	66558	156521
10	AVL	2810	494674	487	67045	156521
10	AVL	2820	491749	488	66802	158959
10	AVL	2830	518079	487	68020	158715
10	AVL	2840	558063	731	67777	159690
10	AVL	2850	558795	488	68265	162372
10	AVL	2860	728481	975	101909	218690
10	AVL	2870	505645	731	68508	167005
10	AVL	2880	514179	732	68996	166029
10	AVL	2890	507840	732	69727	162128
10	AVL	2900	510765	488	69727	163835
10	AVL	2910	509790	488	70215	163347
10	AVL	2920	515398	732	69484	168223
10	AVL	2930	511253	488	70215	163835
10	AVL	2940	512472	732	70947	168711
10	AVL	2950	517591	731	73628	163591
10	AVL	2960	516860	731	70946	253554
10	AVL	2970	521005	488	72165	168955
10	AVL	2980	536608	487	71921	169930
10	AVL	2990	541728	488	72409	165054
10	AVL	3000	539290	487	71922	167492
11	AVL	10	2438	488	732	975
11	AVL	20	3901	487	975	1463
11	AVL	30	5364	488	1219	1951
11	AVL	40	7071	488	1463	2681
11	AVL	50	8777	488	1706	3413
11	AVL	60	10239	487	1950	3657
11	AVL	70	12190	488	2194	4389
11	AVL	80	13653	488	2438	4388
11	AVL	90	15360	487	2681	5120
11	AVL	100	17066	488	2926	5852
11	AVL	110	18285	487	3169	6095
11	AVL	120	20235	488	3413	6826
11	AVL	130	21943	488	3657	7558
11	AVL	140	27793	487	3901	7801
11	AVL	150	25111	487	4145	8533
11	AVL	160	26818	488	4389	8777
11	AVL	170	28281	488	4388	9264
11	AVL	180	29988	488	4632	9996
11	AVL	190	31938	488	5119	10239
11	AVL	200	33401	487	5607	11459
11	AVL	210	34620	487	5608	11459
11	AVL	220	36083	488	5852	11946
11	AVL	230	55099	488	6095	12678
11	AVL	240	39496	488	6095	13165
11	AVL	250	41203	487	6582	13653
11	AVL	260	42910	488	6827	14385
11	AVL	270	44615	488	7070	15116
11	AVL	280	46567	732	7071	15603
11	AVL	290	48029	488	7314	16091
11	AVL	300	49248	487	7558	16579
11	AVL	310	51198	488	7801	16823
11	AVL	320	52418	488	8046	17310
11	AVL	330	54124	488	8533	17798
11	AVL	340	56074	487	8777	18529
11	AVL	350	81674	488	8777	18529
11	AVL	360	59488	488	9021	19260
11	AVL	370	64364	488	9264	19748
11	AVL	380	79967	731	9508	20479
11	AVL	390	64120	488	9996	20967
11	AVL	400	65583	487	10239	21210
11	AVL	410	83624	488	10240	21942
11	AVL	420	68752	488	10484	22186
11	AVL	430	73141	488	10728	22673
11	AVL	440	89232	731	10971	23405
11	AVL	450	90207	488	11215	23892
11	AVL	460	74847	732	11459	24624
11	AVL	470	76554	731	11458	25356
11	AVL	480	78261	488	11703	25843
11	AVL	490	96302	488	12190	26087
11	AVL	500	98496	487	12190	26818
11	AVL	510	102640	488	12434	27794
11	AVL	520	85331	487	12677	31450
11	AVL	530	86794	488	13166	29013
11	AVL	540	88256	488	13409	29743
11	AVL	550	89719	488	13896	118731
11	AVL	560	91182	731	13896	31695
11	AVL	570	92888	487	13897	31694
11	AVL	580	96302	488	13897	31938
11	AVL	590	96058	488	16334	32913
11	AVL	600	98253	488	14628	32913
11	AVL	610	99228	488	17798	33157
11	AVL	620	101421	487	15359	33400
11	AVL	630	102884	487	15360	33645
11	AVL	640	106785	487	15603	34132
11	AVL	650	122632	488	15847	34620
11	AVL	660	128484	488	16334	35351
11	AVL	670	137504	488	17310	35595
11	AVL	680	138967	488	16822	36570
11	AVL	690	115318	487	16822	37058
11	AVL	700	114099	488	19260	37058
11	AVL	710	143356	488	17310	37789
11	AVL	720	150182	731	17797	38765
11	AVL	730	137261	488	17797	39008
11	AVL	740	121169	731	18041	41203
11	AVL	750	140917	487	18529	39984
11	AVL	760	154814	488	18772	40227
11	AVL	770	126777	488	19017	40959
11	AVL	780	143843	488	18773	43641
11	AVL	790	145550	731	19504	42178
11	AVL	800	130435	488	19748	46323
11	AVL	810	151157	732	19992	43640
11	AVL	820	153839	487	19992	43885
11	AVL	830	138724	488	19992	44129
11	AVL	840	153595	488	20480	44860
11	AVL	850	138236	488	20724	45347
11	AVL	860	157009	488	20967	45835
11	AVL	870	141893	488	21455	56074
11	AVL	880	164566	487	21942	47541
11	AVL	890	186021	732	38277	86794
11	AVL	900	171149	488	22429	49004
11	AVL	910	147501	488	21942	49004
11	AVL	920	166761	488	22430	50224
11	AVL	930	171637	488	22918	50954
11	AVL	940	171881	488	22917	51442
11	AVL	950	173587	488	22918	51686
11	AVL	960	155789	487	23161	52174
11	AVL	970	181876	732	23405	52905
11	AVL	980	177244	488	23405	53637
11	AVL	990	179682	731	23405	53393
11	AVL	1000	179195	488	24137	54855
11	AVL	1010	183583	488	24624	55587
11	AVL	1020	182608	488	24624	56075
11	AVL	1030	169199	488	24868	56806
11	AVL	1040	189434	731	25355	58025
11	AVL	1050	187971	731	25599	58269
11	AVL	1060	188946	488	25843	58512
11	AVL	1070	190166	487	26330	59487
11	AVL	1080	197479	487	26818	60219
11	AVL	1090	207476	732	27550	60707
11	AVL	1100	204306	488	27306	66070
11	AVL	1110	199918	488	27305	61682
11	AVL	1120	201624	731	27549	61682
11	AVL	1130	203331	731	27549	63632
11	AVL	1140	202600	732	27550	67777
11	AVL	1150	239413	487	28037	64851
11	AVL	1160	207475	488	32182	66314
11	AVL	1170	210645	487	28281	66314
11	AVL	1180	210645	488	28525	65583
11	AVL	1190	210401	487	29012	65827
11	AVL	1200	214546	487	29256	66802
11	AVL	1210	213814	488	29012	67777
11	AVL	1220	219421	487	29500	68021
11	AVL	1230	223566	731	29987	68752
11	AVL	1240	224054	731	29500	71434
11	AVL	1250	242583	487	30475	68996
11	AVL	1260	223810	488	30231	68996
11	AVL	1270	223322	487	32425	69484
11	AVL	1280	233075	488	35838	75579
11	AVL	1290	226248	488	30475	70702
11	AVL	1300	242583	487	31450	71190
11	AVL	1310	233075	732	31694	71922
11	AVL	1320	231125	488	31938	76066
11	AVL	1330	232587	488	32426	73141
11	AVL	1340	301826	731	32913	82648
11	AVL	1350	239657	487	33401	74847
11	AVL	1360	238926	488	32913	78748
11	AVL	1370	261600	732	33645	75579
11	AVL	1380	241121	488	33645	77772
11	AVL	1390	244046	488	33401	78992
11	AVL	1400	269401	487	33888	76797
11	AVL	1410	249409	488	33644	77286
11	AVL	1420	266232	731	35839	77285
11	AVL	1430	255261	488	34132	78260
11	AVL	1440	259162	732	35352	80454
11	AVL	1450	257455	731	35107	85087
11	AVL	1460	260380	487	35107	79723
11	AVL	1470	258674	487	35351	82406
11	AVL	1480	261843	487	36082	83624
11	AVL	1490	260624	731	35595	81430
11	AVL	1500	277203	487	36326	81674
11	AVL	1510	268670	732	36570	85575
11	AVL	1520	293537	487	36814	88988
11	AVL	1530	291831	731	37789	91182
11	AVL	1540	275984	487	37789	84112
11	AVL	1550	291587	488	37546	84843
11	AVL	1560	272814	488	37546	85087
11	AVL	1570	273790	731	38033	88500
11	AVL	1580	298902	488	38277	90450
11	AVL	1590	283298	488	39252	89475
11	AVL	1600	292807	488	39496	88500
11	AVL	1610	311092	732	91669	123364
11	AVL	1620	472488	731	83624	125802
11	AVL	1630	293782	488	40228	91670
11	AVL	1640	292562	732	40472	96302
11	AVL	1650	296707	731	39739	90450
11	AVL	1660	294269	488	41203	93132
11	AVL	1670	334252	487	40471	97277
11	AVL	1680	318649	731	41446	103372
11	AVL	1690	320600	488	41447	93376
11	AVL	1700	301827	487	40959	94839
11	AVL	1710	316699	731	41446	98740
11	AVL	1720	303777	487	41446	94839
11	AVL	1730	307191	732	41447	95083
11	AVL	1740	306947	732	45347	95815
11	AVL	1750	303778	488	41934	145794
11	AVL	1760	317918	732	43153	107516
11	AVL	1770	308166	488	41934	96789
11	AVL	1780	314260	731	42422	99227
11	AVL	1790	310360	488	42665	140918
11	AVL	1800	336691	488	44616	100202
11	AVL	1810	333277	487	43640	99471
11	AVL	1820	341810	732	44860	103128
11	AVL	1830	350099	487	47541	103616
11	AVL	1840	338641	487	44372	102153
11	AVL	1850	326939	488	45591	104591
11	AVL	1860	335959	487	45591	110198
11	AVL	1870	356195	488	45835	104347
11	AVL	1880	347418	488	46323	108492
11	AVL	1890	351075	731	45834	109711
11	AVL	1900	328157	487	45835	107760
11	AVL	1910	353025	732	49005	110199
11	AVL	1920	361071	488	46323	124583
11	AVL	1930	350831	487	45835	109710
11	AVL	1940	338397	731	49004	111661
11	AVL	1950	357414	488	46810	109711
11	AVL	1960	363508	487	48029	115318
11	AVL	1970	344493	488	47785	115075
11	AVL	1980	361559	732	46810	109711
11	AVL	1990	344736	731	47054	110930
11	AVL	2000	364241	732	47298	111417
11	AVL	2010	362046	731	50223	111661
11	AVL	2020	368385	488	48517	114587
11	AVL	2030	366434	487	48517	113124
11	AVL	2040	372774	488	48761	117269
11	AVL	2050	375943	488	49005	118244
11	AVL	2060	487604	976	57537	186265
11	AVL	2070	376674	488	49979	116050
11	AVL	2080	393497	732	52905	118975
11	AVL	2090	378381	731	49979	120682
11	AVL	2100	383744	487	50467	119707
11	AVL	2110	368141	731	61194	135066
11	AVL	2120	438112	488	50955	119707
11	AVL	2130	446889	731	51686	144818
11	AVL	2140	373261	487	51198	119950
11	AVL	2150	390571	487	52174	122877
11	AVL	2160	393009	731	52174	125314
11	AVL	2170	370335	487	52661	125070
11	AVL	2180	397154	732	52906	127752
11	AVL	2190	456885	731	56562	147013
11	AVL	2200	461761	488	54368	130434
11	AVL	2210	393740	488	54612	129947
11	AVL	2220	399347	487	53392	127021
11	AVL	2230	529782	732	54856	134335
11	AVL	2240	400323	488	54368	129459
11	AVL	2250	398373	488	54124	128971
11	AVL	2260	404223	731	54368	127996
11	AVL	2270	427141	487	56318	134579
11	AVL	2280	388377	488	54368	132141
11	AVL	2290	416414	731	55099	130922
11	AVL	2300	411050	488	54368	132872
11	AVL	2310	413488	488	55343	132140
11	AVL	2320	414220	488	55099	133116
11	AVL	2330	420071	488	57294	133604
11	AVL	2340	420071	731	56562	147256
11	AVL	2350	422753	731	56562	147744
11	AVL	2360	434943	488	56806	140430
11	AVL	2370	425922	731	57049	138236
11	AVL	2380	434942	487	58269	136529
11	AVL	2390	431529	731	60219	139942
11	AVL	2400	423484	488	57537	137261
11	AVL	2410	427385	487	57781	138723
11	AVL	2420	432504	487	58025	137016
11	AVL	2430	432505	487	58512	138723
11	AVL	2440	432748	487	58756	138723
11	AVL	2450	436650	731	58269	143112
11	AVL	2460	452984	731	58756	138967
11	AVL	2470	441038	488	59000	140674
11	AVL	2480	441282	732	59244	139455
11	AVL	2490	441769	732	59244	139454
11	AVL	2500	459323	488	59975	141161
11	AVL	2510	447864	488	59488	140917
11	AVL	2520	541728	732	68509	149207
11	AVL	2530	461761	488	61438	141405
11	AVL	2540	515397	731	62657	161885
11	AVL	2550	454935	731	63632	141893
11	AVL	2560	466881	488	60951	145306
11	AVL	2570	521492	487	61925	149207
11	AVL	2580	520030	488	61926	147744
11	AVL	2590	465418	487	61925	186752
11	AVL	2600	517348	731	63876	205281
11	AVL	2610	468344	488	62169	152133
11	AVL	2620	474195	487	63876	159934
11	AVL	2630	469563	488	63633	194798
11	AVL	2640	620476	732	64120	154814
11	AVL	2650	478340	732	64120	147988
11	AVL	2660	501013	732	66558	164079
11	AVL	2670	468343	731	66314	153108
11	AVL	2680	490530	488	65339	151645
11	AVL	2690	479558	731	65826	155302
11	AVL	2700	489798	488	65583	152377
11	AVL	2710	563670	731	74116	167735
11	AVL	2720	479071	488	66070	154327
11	AVL	2730	495650	488	67045	153108
11	AVL	2740	483459	731	66070	157008
11	AVL	2750	484679	488	66314	160178
11	AVL	2760	510765	732	67046	163835
11	AVL	2770	501744	487	67289	154327
11	AVL	2780	720679	731	83136	212595
11	AVL	2790	502232	731	67046	177244
11	AVL	2800	522956	487	66802	181388
11	AVL	2810	533926	732	68509	280859
11	AVL	2820	526125	732	68509	179195
11	AVL	2830	505889	488	69240	171149
11	AVL	2840	606579	732	68996	183583
11	AVL	2850	507108	487	72897	165785
11	AVL	2860	508571	731	68752	179682
11	AVL	2870	520761	487	69727	163103
11	AVL	2880	524662	487	68996	160910
11	AVL	2890	639980	731	73872	174563
11	AVL	2900	521492	731	73141	166516
11	AVL	2910	540753	731	71190	172368
11	AVL	2920	531732	732	69728	168467
11	AVL	2930	530270	732	71434	163835
11	AVL	2940	536608	487	69727	164322
11	AVL	2950	534902	488	70703	164323
11	AVL	2960	537096	488	70215	165298
11	AVL	2970	539290	732	71678	166760
11	AVL	2980	543191	487	73384	178950
11	AVL	2990	532708	732	71678	181144
11	AVL	3000	525150	488	71677	167492
12	AVL	10	2194	487	731	975
12	AVL	20	3901	487	975	1707
12	AVL	30	5608	488	1219	2194
12	AVL	40	7314	488	1463	2438
12	AVL	50	31207	488	1707	3169
12	AVL	60	10484	488	1707	3657
12	AVL	70	12190	488	2195	4389
12	AVL	80	13896	488	2438	4632
12	AVL	90	15115	487	2682	5120
12	AVL	100	17066	487	2926	5852
12	AVL	110	18529	487	3169	6095
12	AVL	120	19992	488	3414	6827
12	AVL	130	21943	488	3657	7558
12	AVL	140	23649	488	3900	8289
12	AVL	150	27550	488	5608	8289
12	AVL	160	45591	488	4389	8777
12	AVL	170	28281	487	4632	9264
12	AVL	180	29988	488	4876	9752
12	AVL	190	52905	488	5120	10483
12	AVL	200	33400	488	5364	10971
12	AVL	210	35107	488	5608	11459
12	AVL	220	58512	487	5851	12190
12	AVL	230	40959	731	5851	12678
12	AVL	240	78504	487	6095	13165
12	AVL	250	41202	488	6583	13653
12	AVL	260	42909	487	6582	14384
12	AVL	270	44372	487	7070	14872
12	AVL	280	46079	488	7071	15360
12	AVL	290	65339	488	7314	15847
12	AVL	300	49979	487	7558	16578
12	AVL	310	57049	487	7802	16823
12	AVL	320	52417	488	8045	17066
12	AVL	330	54124	488	11703	17798
12	AVL	340	55831	488	8776	18529
12	AVL	350	58269	488	9265	19260
12	AVL	360	81186	487	9264	19748
12	AVL	370	60707	488	9509	19992
12	AVL	380	62413	731	9508	19991
12	AVL	390	81430	488	9752	20967
12	AVL	400	65583	487	10239	21455
12	AVL	410	67046	488	10240	21699
12	AVL	420	88744	731	10239	22430
12	AVL	430	70215	731	10727	22673
12	AVL	440	71434	487	10971	23405
12	AVL	450	76798	488	11215	24136
12	AVL	460	92401	488	11215	24624
12	AVL	470	93376	487	11702	28525
12	AVL	480	77773	487	11946	25600
12	AVL	490	81429	487	12190	26330
12	AVL	500	81186	488	12678	26818
12	AVL	510	83380	487	12678	27062
12	AVL	520	104347	487	12921	28524
12	AVL	530	102641	488	12922	28769
12	AVL	540	106054	488	13409	29500
12	AVL	550	107029	488	13897	30475
12	AVL	560	110686	487	14140	31938
12	AVL	570	109710	487	14141	31206
12	AVL	580	111661	488	14628	31450
12	AVL	590	112637	488	14628	32426
12	AVL	600	115562	488	14872	32426
12	AVL	610	116050	487	14871	36327
12	AVL	620	118244	488	15116	36570
12	AVL	630	119707	731	15359	33645
12	AVL	640	160665	488	15603	34132
12	AVL	650	122876	487	16091	34620
12	AVL	660	110199	488	16335	35351
12	AVL	670	112393	487	16579	35595
12	AVL	680	110686	731	16822	36570
12	AVL	690	131409	731	17554	37058
12	AVL	700	133847	487	17066	37058
12	AVL	710	132872	487	17310	39740
12	AVL	720	118244	731	18041	39496
12	AVL	730	123607	731	17797	39983
12	AVL	740	141406	732	18285	42178
12	AVL	750	141893	487	18041	39983
12	AVL	760	127508	488	18529	40715
12	AVL	770	142868	488	19261	41202
12	AVL	780	144818	488	19504	41934
12	AVL	790	128971	487	19260	42178
12	AVL	800	151401	488	20480	48273
12	AVL	810	149938	488	19991	43641
12	AVL	820	137748	487	20723	44616
12	AVL	830	158715	488	25355	47298
12	AVL	840	141892	487	20479	51930
12	AVL	850	158959	487	20723	45591
12	AVL	860	139698	488	20723	46078
12	AVL	870	161153	488	21210	49248
12	AVL	880	142868	487	20967	50223
12	AVL	890	162128	487	21698	47297
12	AVL	900	146281	731	21698	48517
12	AVL	910	164810	731	24380	49248
12	AVL	920	150426	488	22430	49980
12	AVL	930	170174	487	23161	51442
12	AVL	940	170173	488	22918	51686
12	AVL	950	172368	731	24867	51686
12	AVL	960	176025	488	23161	52174
12	AVL	970	182364	488	23405	52905
12	AVL	980	183339	488	23649	53880
12	AVL	990	184070	487	23892	53636
12	AVL	1000	186265	488	23892	54368
12	AVL	1010	164323	488	29988	54855
12	AVL	1020	189434	487	24624	55831
12	AVL	1030	187484	487	24624	56318
12	AVL	1040	191872	487	25355	56806
12	AVL	1050	170173	487	25355	58269
12	AVL	1060	197724	488	25843	59488
12	AVL	1070	203574	487	26330	59488
12	AVL	1080	199430	488	29013	60463
12	AVL	1090	198699	488	29500	60462
12	AVL	1100	203819	732	26819	61194
12	AVL	1110	317186	732	41446	87037
12	AVL	1120	212839	487	27793	65583
12	AVL	1130	184071	488	27549	62901
12	AVL	1140	212108	488	27549	63876
12	AVL	1150	220641	731	28525	66315
12	AVL	1160	248922	487	28037	68996
12	AVL	1170	216009	732	29013	67045
12	AVL	1180	214058	488	28768	66802
12	AVL	1190	209913	487	28769	66070
12	AVL	1200	214546	488	28525	66558
12	AVL	1210	225029	488	29012	67533
12	AVL	1220	252335	731	29012	67777
12	AVL	1230	217715	487	29500	68021
12	AVL	1240	220641	488	29988	68752
12	AVL	1250	221372	488	30231	68996
12	AVL	1260	224541	488	39008	71190
12	AVL	1270	230149	487	30719	69971
12	AVL	1280	247216	488	31207	70215
12	AVL	1290	235269	732	30963	71922
12	AVL	1300	231612	731	31450	71434
12	AVL	1310	234294	488	31694	71922
12	AVL	1320	235025	488	32182	72410
12	AVL	1330	236976	488	32913	75579
12	AVL	1340	246240	731	32913	73384
12	AVL	1350	255992	487	33645	77529
12	AVL	1360	245021	488	33401	75579
12	AVL	1370	250872	731	33401	75822
12	AVL	1380	249897	487	33645	75335
12	AVL	1390	247215	488	33645	124095
12	AVL	1400	250628	487	36326	76797
12	AVL	1410	266964	732	34133	77041
12	AVL	1420	252578	487	34132	78504
12	AVL	1430	260381	488	35351	80455
12	AVL	1440	265013	732	35108	82405
12	AVL	1450	260868	488	34864	79967
12	AVL	1460	263306	487	35108	79480
12	AVL	1470	262087	488	35596	80210
12	AVL	1480	368385	487	36326	82405
12	AVL	1490	388133	732	36082	87525
12	AVL	1500	268182	731	36570	82648
12	AVL	1510	291343	488	36814	85818
12	AVL	1520	279884	488	36814	82892
12	AVL	1530	270620	488	36570	83624
12	AVL	1540	269645	487	37302	83624
12	AVL	1550	290856	487	37545	92157
12	AVL	1560	292074	731	38765	86062
12	AVL	1570	282810	488	37789	88987
12	AVL	1580	279397	488	38276	87037
12	AVL	1590	283055	488	39008	89231
12	AVL	1600	295245	732	39740	88500
12	AVL	1610	281591	731	39008	91425
12	AVL	1620	284761	488	39495	88987
12	AVL	1630	287931	488	39496	89231
12	AVL	1640	304996	488	39252	90450
12	AVL	1650	304021	487	39496	90938
12	AVL	1660	288418	488	39740	93864
12	AVL	1670	291343	487	40471	91426
12	AVL	1680	293294	488	39984	92889
12	AVL	1690	329864	732	40472	101178
12	AVL	1700	300608	487	40959	94839
12	AVL	1710	351562	732	52905	99715
12	AVL	1720	318649	488	41934	95083
12	AVL	1730	337422	487	41690	95327
12	AVL	1740	326451	488	41447	95570
12	AVL	1750	364484	487	41934	98253
12	AVL	1760	325232	487	42909	103615
12	AVL	1770	440794	732	51198	134334
12	AVL	1780	327670	488	43153	98252
12	AVL	1790	331327	731	42665	99471
12	AVL	1800	328401	488	44129	99228
12	AVL	1810	310116	487	45347	99715
12	AVL	1820	321819	488	43640	100934
12	AVL	1830	353513	975	74604	166273
12	AVL	1840	336935	488	45591	107517
12	AVL	1850	432749	488	46323	108248
12	AVL	1860	351319	487	46322	110199
12	AVL	1870	344736	732	45104	105322
12	AVL	1880	336935	732	46810	120682
12	AVL	1890	331083	732	45835	111662
12	AVL	1900	352050	487	61926	128240
12	AVL	1910	395934	487	47297	106785
12	AVL	1920	339616	487	47053	116537
12	AVL	1930	393497	488	46566	114587
12	AVL	1940	356926	488	46566	111174
12	AVL	1950	336203	488	46810	108492
12	AVL	1960	354244	488	47298	109223
12	AVL	1970	362533	487	47297	112637
12	AVL	1980	344493	488	46810	164567
12	AVL	1990	360340	488	48029	110930
12	AVL	2000	359852	488	47298	110686
12	AVL	2010	367409	487	48029	118487
12	AVL	2020	378136	487	48273	114831
12	AVL	2030	373017	487	48516	117269
12	AVL	2040	377649	732	49492	151644
12	AVL	2050	401786	976	49736	135310
12	AVL	2060	388133	488	49979	121170
12	AVL	2070	385207	488	50224	126046
12	AVL	2080	385695	488	50467	185777
12	AVL	2090	385451	731	52661	134579
12	AVL	2100	378625	488	53881	143112
12	AVL	2110	545872	1219	88988	154083
12	AVL	2120	465662	487	51442	189434
12	AVL	2130	391059	732	51686	123364
12	AVL	2140	390571	731	51930	124095
12	AVL	2150	444939	732	52662	125558
12	AVL	2160	628765	975	92401	189190
12	AVL	2170	418365	488	52905	127996
12	AVL	2180	388376	731	53636	128484
12	AVL	2190	382525	488	54124	133116
12	AVL	2200	393984	488	53637	128484
12	AVL	2210	395447	732	53393	127752
12	AVL	2220	444451	732	54124	129215
12	AVL	2230	403736	732	54124	128728
12	AVL	2240	431530	488	54611	163591
12	AVL	2250	401054	487	53880	138724
12	AVL	2260	402518	488	54856	136773
12	AVL	2270	414707	488	54368	134335
12	AVL	2280	409100	732	54368	133603
12	AVL	2290	413244	487	55099	137504
12	AVL	2300	411781	731	55099	133847
12	AVL	2310	412269	731	55343	131165
12	AVL	2320	420314	487	55587	132385
12	AVL	2330	412269	488	58512	132141
12	AVL	2340	412269	487	56074	136285
12	AVL	2350	481021	732	57294	136285
12	AVL	2360	442988	488	65583	136529
12	AVL	2370	519298	487	58025	148232
12	AVL	2380	434943	731	58268	157252
12	AVL	2390	433480	732	59244	173831
12	AVL	2400	436893	488	60707	149938
12	AVL	2410	433236	732	58269	138967
12	AVL	2420	466637	732	57538	141406
12	AVL	2430	437624	487	57781	141162
12	AVL	2440	430798	731	58268	140917
